,Year,intersection,health,climate
0,2011.0,0.8,23.266666666666666,13.266666666666667
1,2012.0,0.1875,27.125,17.9375
2,2013.0,0.07142857142857142,20.857142857142858,7.357142857142857
3,2014.0,0.4444444444444444,28.5,13.333333333333334
4,2015.0,0.2222222222222222,11.88888888888889,7.055555555555555
5,2016.0,0.29411764705882354,16.235294117647058,11.0
6,2017.0,0.05555555555555555,17.61111111111111,9.833333333333334
7,2018.0,0.23809523809523808,17.523809523809526,6.9523809523809526
8,2019.0,0.6956521739130435,21.47826086956522,17.0
9,2020.0,0.8333333333333334,24.22222222222222,20.38888888888889
10,2021.0,1.0,33.42424242424242,13.121212121212121
11,2022.0,1.9705882352941178,41.411764705882355,27.852941176470587
12,2023.0,5.558139534883721,81.74418604651163,72.62790697674419
