,Year,intersection,health,climate
0,2011.0,1.8823529411764706,26.58823529411765,18.176470588235293
1,2012.0,0.4666666666666667,23.733333333333334,7.266666666666667
2,2013.0,1.6,49.25,18.4
3,2014.0,1.04,35.36,16.72
4,2015.0,1.16,48.44,21.24
5,2016.0,1.1071428571428572,44.214285714285715,18.821428571428573
6,2017.0,1.5,39.31818181818182,16.636363636363637
7,2018.0,0.6111111111111112,22.72222222222222,10.38888888888889
8,2019.0,1.2727272727272727,25.363636363636363,14.227272727272727
9,2020.0,1.2142857142857142,32.714285714285715,22.857142857142858
10,2021.0,2.56,33.56,23.6
11,2022.0,1.55,25.7,24.25
12,2023.0,5.9523809523809526,106.38095238095238,69.95238095238095
