,Year,intersection,health,climate
0,2011.0,0.0,10.5,0.0
1,2012.0,0.0,7.25,0.0
2,2013.0,0.0,18.166666666666668,0.5
3,2014.0,0.0,20.25,3.5
4,2015.0,0.4,18.4,4.6
5,2016.0,0.0,14.875,2.5
6,2017.0,0.0,26.333333333333332,5.333333333333333
7,2018.0,0.4,31.6,7.0
8,2019.0,1.5,43.833333333333336,8.666666666666666
9,2020.0,1.5714285714285714,43.857142857142854,8.285714285714286
10,2021.0,1.6666666666666667,48.333333333333336,14.0
11,2022.0,2.5,58.7,16.9
12,2023.0,3.1666666666666665,56.333333333333336,26.166666666666668
