,Year,intersection,health,climate
0,2011.0,0.4845360824742268,12.515463917525773,5.618556701030927
1,2012.0,0.15151515151515152,9.454545454545455,3.6363636363636362
2,2013.0,0.11038961038961038,9.883116883116884,3.7337662337662336
3,2014.0,0.17088607594936708,9.89873417721519,3.018987341772152
4,2015.0,0.19230769230769232,8.956043956043956,3.269230769230769
5,2016.0,0.23529411764705882,9.497326203208557,3.251336898395722
6,2017.0,0.2358974358974359,9.246153846153845,3.805128205128205
7,2018.0,0.29797979797979796,10.222222222222221,5.08080808080808
8,2019.0,0.3788546255506608,11.105726872246697,6.39647577092511
9,2020.0,0.6621621621621622,13.81081081081081,9.094594594594595
10,2021.0,1.2090592334494774,18.533101045296167,10.885017421602788
11,2022.0,1.2439024390243902,17.533101045296167,15.097560975609756
12,2023.0,1.89247311827957,26.85483870967742,31.553763440860216
