,Year,intersection,health,climate
0,2011.0,0.5,17.428571428571427,11.714285714285714
1,2012.0,0.5,19.714285714285715,11.285714285714286
2,2013.0,0.5294117647058824,20.0,14.0
3,2014.0,0.6190476190476191,29.238095238095237,11.857142857142858
4,2015.0,0.3181818181818182,11.090909090909092,5.954545454545454
5,2016.0,0.10526315789473684,11.368421052631579,3.1052631578947367
6,2017.0,0.1,11.9,3.9
7,2018.0,0.125,13.3125,4.875
8,2019.0,0.2857142857142857,10.0,4.071428571428571
9,2020.0,0.2,17.333333333333332,9.333333333333334
10,2021.0,1.1,34.1,10.85
11,2022.0,1.0,32.523809523809526,19.571428571428573
12,2023.0,4.787878787878788,63.90909090909091,77.42424242424242
