,Year,intersection,health,climate
0,2011.0,0.0,7.5,5.5
1,2012.0,0.16666666666666666,7.5,4.166666666666667
2,2013.0,0.3333333333333333,11.166666666666666,5.333333333333333
3,2014.0,0.2857142857142857,8.857142857142858,2.2857142857142856
4,2015.0,0.75,18.25,7.5
5,2016.0,0.4,9.0,1.4
6,2017.0,0.2857142857142857,26.0,11.571428571428571
7,2018.0,0.3,19.1,7.6
8,2019.0,0.2,15.7,6.3
9,2020.0,0.5714285714285714,24.142857142857142,6.857142857142857
10,2021.0,1.65,52.85,11.45
11,2022.0,1.25,41.0,14.916666666666666
12,2023.0,4.0,53.0,21.666666666666668
