,Year,intersection,health,climate
0,2011.0,0.0625,13.125,0.875
1,2012.0,0.11764705882352941,16.235294117647058,3.4705882352941178
2,2013.0,0.08333333333333333,14.555555555555555,3.9444444444444446
3,2014.0,0.12121212121212122,15.636363636363637,3.6363636363636362
4,2015.0,0.06451612903225806,16.29032258064516,2.3548387096774195
5,2016.0,0.5,14.0,4.178571428571429
6,2017.0,0.1724137931034483,13.482758620689655,2.310344827586207
7,2018.0,0.13333333333333333,12.133333333333333,2.433333333333333
8,2019.0,0.03333333333333333,11.2,2.3666666666666667
9,2020.0,0.0,9.68421052631579,3.736842105263158
10,2021.0,1.0434782608695652,27.73913043478261,3.347826086956522
11,2022.0,0.56,27.92,6.76
12,2023.0,0.5294117647058824,32.470588235294116,27.058823529411764
