,Year,intersection,health,climate
0,2011.0,0.7454545454545455,17.236363636363638,10.418181818181818
1,2012.0,0.5272727272727272,18.70909090909091,8.127272727272727
2,2013.0,0.7924528301886793,22.264150943396228,10.39622641509434
3,2014.0,0.40425531914893614,20.170212765957448,9.404255319148936
4,2015.0,0.9824561403508771,23.912280701754387,10.929824561403509
5,2016.0,1.1702127659574468,29.361702127659573,14.936170212765957
6,2017.0,0.6170212765957447,25.48936170212766,9.617021276595745
7,2018.0,1.2093023255813953,21.627906976744185,9.744186046511627
8,2019.0,0.9019607843137255,20.07843137254902,11.882352941176471
9,2020.0,1.6363636363636365,18.90909090909091,10.515151515151516
10,2021.0,2.391304347826087,39.891304347826086,19.130434782608695
11,2022.0,2.3777777777777778,37.91111111111111,17.666666666666668
12,2023.0,6.169491525423729,103.33898305084746,71.11864406779661
