,Year,intersection,health,climate
0,2011.0,0.0,5.4,9.0
1,2012.0,0.15789473684210525,6.052631578947368,8.526315789473685
2,2013.0,0.06666666666666667,8.4,9.0
3,2014.0,0.15789473684210525,8.526315789473685,5.7894736842105265
4,2015.0,0.4,9.55,5.8
5,2016.0,0.4,9.25,6.4
6,2017.0,0.42857142857142855,7.190476190476191,5.571428571428571
7,2018.0,0.6363636363636364,13.545454545454545,7.409090909090909
8,2019.0,0.96,12.72,6.6
9,2020.0,1.0454545454545454,14.5,6.909090909090909
10,2021.0,1.3823529411764706,30.941176470588236,10.352941176470589
11,2022.0,2.676470588235294,54.8235294117647,22.794117647058822
12,2023.0,4.045454545454546,61.27272727272727,35.68181818181818
