,Year,intersection,health,climate
0,2011.0,0.8,17.2,6.3
1,2012.0,0.42857142857142855,15.642857142857142,3.4285714285714284
2,2013.0,0.2222222222222222,9.833333333333334,2.7222222222222223
3,2014.0,0.0,5.733333333333333,1.0666666666666667
4,2015.0,0.13636363636363635,10.363636363636363,1.9090909090909092
5,2016.0,0.13043478260869565,10.73913043478261,2.0
6,2017.0,0.0,8.55,1.0
7,2018.0,0.2222222222222222,12.666666666666666,3.5925925925925926
8,2019.0,0.3181818181818182,16.954545454545453,3.8636363636363638
9,2020.0,0.75,20.35,5.6
10,2021.0,0.5555555555555556,17.72222222222222,4.333333333333333
11,2022.0,1.4761904761904763,37.76190476190476,10.428571428571429
12,2023.0,15.166666666666666,142.66666666666666,133.66666666666666
