,Year,intersection,health,climate
0,2012.0,0.0,2.0,0.0
1,2013.0,0.0,3.076923076923077,0.5384615384615384
2,2014.0,0.0,3.0952380952380953,0.5714285714285714
3,2015.0,0.18518518518518517,3.2222222222222223,1.1851851851851851
4,2016.0,0.23333333333333334,4.8,1.3666666666666667
5,2017.0,0.39473684210526316,7.105263157894737,1.2894736842105263
6,2018.0,0.25,7.25,1.225
7,2019.0,0.14285714285714285,6.285714285714286,0.8285714285714286
8,2020.0,0.3333333333333333,6.454545454545454,1.4545454545454546
9,2021.0,0.5405405405405406,11.486486486486486,1.2702702702702702
10,2022.0,0.5161290322580645,7.064516129032258,1.6774193548387097
11,2023.0,0.15384615384615385,8.076923076923077,1.3846153846153846
