,Year,intersection,health,climate
0,2011.0,0.0,29.0,11.666666666666666
1,2012.0,0.0,23.666666666666668,16.666666666666668
2,2013.0,0.25,27.75,13.75
3,2014.0,1.6666666666666667,47.333333333333336,16.0
4,2015.0,1.25,34.0,15.25
5,2016.0,0.0,35.5,4.0
6,2017.0,0.0,31.5,2.5
7,2018.0,0.0,7.0,1.5
8,2019.0,0.0,15.8,3.8
9,2020.0,2.6666666666666665,30.0,40.333333333333336
10,2021.0,7.714285714285714,48.714285714285715,30.714285714285715
11,2022.0,5.222222222222222,39.666666666666664,22.11111111111111
12,2023.0,2.2,47.2,105.2
