,Year,intersection,health,climate
0,2011.0,0.6666666666666666,14.0,3.5
1,2012.0,0.2,16.5,1.6
2,2013.0,0.6666666666666666,24.5,2.0
3,2014.0,0.06666666666666667,9.133333333333333,1.2
4,2015.0,0.15,13.0,2.15
5,2016.0,0.08,8.16,2.52
6,2017.0,0.07692307692307693,11.192307692307692,2.6538461538461537
7,2018.0,0.21428571428571427,13.571428571428571,8.75
8,2019.0,0.1111111111111111,13.555555555555555,3.074074074074074
9,2020.0,0.2916666666666667,15.25,4.208333333333333
10,2021.0,1.0512820512820513,25.333333333333332,6.846153846153846
11,2022.0,1.0,23.514285714285716,14.371428571428572
12,2023.0,7.0,80.66666666666667,70.4
