,Year,intersection,health,climate
0,2011.0,1.1147540983606556,24.639344262295083,15.180327868852459
1,2012.0,0.26262626262626265,14.555555555555555,8.333333333333334
2,2013.0,0.28368794326241137,16.80851063829787,7.035460992907802
3,2014.0,0.17532467532467533,13.0,6.37012987012987
4,2015.0,0.24293785310734464,15.056497175141242,6.248587570621469
5,2016.0,0.5,15.761627906976743,8.30813953488372
6,2017.0,0.6842105263157895,18.04736842105263,8.257894736842106
7,2018.0,0.6834170854271356,19.407035175879397,8.904522613065327
8,2019.0,0.47342995169082125,19.265700483091788,9.202898550724637
9,2020.0,0.6855670103092784,24.917525773195877,13.360824742268042
10,2021.0,1.1643835616438356,32.715753424657535,15.808219178082192
11,2022.0,1.1911764705882353,28.826470588235296,18.205882352941178
12,2023.0,2.756521739130435,52.34782608695652,49.1695652173913
