,Year,intersection,health,climate
0,2011.0,0.0,13.857142857142858,1.0714285714285714
1,2012.0,0.06666666666666667,12.466666666666667,1.2333333333333334
2,2013.0,0.0,19.157894736842106,1.4473684210526316
3,2014.0,0.21621621621621623,29.027027027027028,2.2162162162162162
4,2015.0,0.20512820512820512,31.28205128205128,2.8461538461538463
5,2016.0,0.06666666666666667,22.355555555555554,2.4444444444444446
6,2017.0,0.19230769230769232,30.153846153846153,3.1153846153846154
7,2018.0,0.5853658536585366,45.97560975609756,4.219512195121951
8,2019.0,0.5714285714285714,31.357142857142858,4.976190476190476
9,2020.0,1.0638297872340425,42.255319148936174,5.468085106382978
10,2021.0,1.921875,71.953125,9.46875
11,2022.0,1.943661971830986,63.985915492957744,10.929577464788732
12,2023.0,7.555555555555555,127.84444444444445,29.22222222222222
