,Year,intersection,health,climate
0,2011.0,0.6666666666666666,14.333333333333334,6.0
1,2012.0,0.35,17.45,3.5
2,2013.0,0.0,13.944444444444445,0.3888888888888889
3,2014.0,0.9629629629629629,15.185185185185185,2.4074074074074074
4,2015.0,0.29411764705882354,12.117647058823529,1.7352941176470589
5,2016.0,0.08571428571428572,7.314285714285714,0.8857142857142857
6,2017.0,0.0625,8.6875,0.78125
7,2018.0,0.05555555555555555,9.916666666666666,1.4166666666666667
8,2019.0,0.20512820512820512,10.538461538461538,1.4615384615384615
9,2020.0,0.16,8.4,2.04
10,2021.0,0.8,22.78,4.76
11,2022.0,1.0,20.864864864864863,8.783783783783784
12,2023.0,4.3,58.85,64.45
