,Year,intersection,health,climate
0,2011.0,0.47368421052631576,24.57894736842105,5.131578947368421
1,2012.0,0.42857142857142855,37.595238095238095,5.571428571428571
2,2013.0,0.36538461538461536,34.63461538461539,5.769230769230769
3,2014.0,0.34146341463414637,29.414634146341463,6.170731707317073
4,2015.0,0.325,25.05,6.55
5,2016.0,0.6829268292682927,27.5609756097561,6.463414634146342
6,2017.0,0.45,30.475,6.1
7,2018.0,0.22857142857142856,23.97142857142857,2.5428571428571427
8,2019.0,0.22580645161290322,26.0,4.225806451612903
9,2020.0,0.21739130434782608,27.0,4.304347826086956
10,2021.0,1.2682926829268293,43.829268292682926,8.121951219512194
11,2022.0,1.1612903225806452,46.774193548387096,5.548387096774194
12,2023.0,2.875,62.53125,40.125
