,Year,intersection,health,climate
0,2011.0,0.23684210526315788,22.44736842105263,2.026315789473684
1,2012.0,0.14754098360655737,30.639344262295083,1.7540983606557377
2,2013.0,0.35,36.55,2.075
3,2014.0,0.6376811594202898,31.536231884057973,2.3043478260869565
4,2015.0,0.37681159420289856,39.21739130434783,2.8840579710144927
5,2016.0,0.35064935064935066,28.272727272727273,2.142857142857143
6,2017.0,0.3258426966292135,35.235955056179776,2.966292134831461
7,2018.0,0.8354430379746836,50.75949367088607,4.417721518987341
8,2019.0,0.6219512195121951,47.26829268292683,4.2682926829268295
9,2020.0,1.0,49.21951219512195,4.829268292682927
10,2021.0,1.858267716535433,68.85826771653544,7.913385826771654
11,2022.0,2.898550724637681,68.6304347826087,10.514492753623188
12,2023.0,6.919540229885057,133.19540229885058,26.298850574712645
