,Year,intersection,health,climate
0,2011.0,0.0,6.181818181818182,2.5454545454545454
1,2012.0,0.8181818181818182,12.545454545454545,6.7272727272727275
2,2013.0,0.07142857142857142,11.071428571428571,2.142857142857143
3,2014.0,0.14285714285714285,8.071428571428571,2.642857142857143
4,2015.0,0.0,5.466666666666667,1.3333333333333333
5,2016.0,0.0,6.0,3.0
6,2017.0,0.125,9.75,5.25
7,2018.0,0.2857142857142857,38.57142857142857,7.142857142857143
8,2019.0,0.5,27.833333333333332,6.833333333333333
9,2020.0,1.3333333333333333,17.333333333333332,11.555555555555555
10,2021.0,1.375,53.125,12.5
11,2022.0,0.7272727272727273,51.54545454545455,6.090909090909091
12,2023.0,5.636363636363637,111.18181818181819,80.0909090909091
