,Year,intersection,health,climate
0,2011.0,1.0,21.565217391304348,14.652173913043478
1,2012.0,0.8571428571428571,17.714285714285715,10.214285714285714
2,2013.0,0.3333333333333333,18.666666666666668,8.066666666666666
3,2014.0,0.5882352941176471,13.323529411764707,6.735294117647059
4,2015.0,0.5384615384615384,18.435897435897434,7.17948717948718
5,2016.0,0.7142857142857143,19.976190476190474,9.238095238095237
6,2017.0,0.6818181818181818,15.909090909090908,9.386363636363637
7,2018.0,0.4444444444444444,10.694444444444445,9.36111111111111
8,2019.0,0.8918918918918919,14.72972972972973,14.945945945945946
9,2020.0,0.9411764705882353,18.019607843137255,17.352941176470587
10,2021.0,1.569767441860465,22.430232558139537,15.837209302325581
11,2022.0,1.7916666666666667,21.03125,21.666666666666668
12,2023.0,2.8205128205128207,39.3974358974359,57.782051282051285
