,Year,intersection,health,climate
0,2011.0,0.0,23.8,0.0
1,2012.0,0.23529411764705882,44.23529411764706,1.7647058823529411
2,2013.0,0.35714285714285715,47.357142857142854,0.5714285714285714
3,2014.0,0.0,11.5,0.75
4,2015.0,0.1,45.8,0.9
5,2016.0,0.25,46.583333333333336,0.5833333333333334
6,2017.0,0.25,42.166666666666664,1.0833333333333333
7,2018.0,0.8461538461538461,51.46153846153846,1.6153846153846154
8,2019.0,0.16666666666666666,72.58333333333333,1.25
9,2020.0,0.0,57.18181818181818,0.6363636363636364
10,2021.0,0.8947368421052632,61.73684210526316,3.1052631578947367
11,2022.0,3.9,87.25,6.9
12,2023.0,7.8,214.4,18.0
