,Year,intersection,health,climate
0,2011.0,0.8571428571428571,24.952380952380953,13.761904761904763
1,2012.0,0.9655172413793104,30.310344827586206,15.344827586206897
2,2013.0,0.6086956521739131,26.347826086956523,12.26086956521739
3,2014.0,1.5161290322580645,37.903225806451616,15.96774193548387
4,2015.0,0.8888888888888888,32.44444444444444,12.037037037037036
5,2016.0,0.5454545454545454,31.954545454545453,12.636363636363637
6,2017.0,0.3181818181818182,21.90909090909091,9.318181818181818
7,2018.0,0.625,28.375,11.666666666666666
8,2019.0,0.5,34.583333333333336,9.875
9,2020.0,1.1176470588235294,34.0,10.823529411764707
10,2021.0,2.423076923076923,90.53846153846153,22.153846153846153
11,2022.0,2.4285714285714284,65.57142857142857,29.857142857142858
12,2023.0,6.53125,98.34375,84.53125
