,Year,intersection,health,climate
0,2011.0,1.0149253731343284,23.16417910447761,32.67164179104478
1,2012.0,0.9555555555555556,26.244444444444444,31.07777777777778
2,2013.0,1.6125,27.1875,26.25
3,2014.0,1.890625,36.875,29.34375
4,2015.0,1.096774193548387,31.483870967741936,26.903225806451612
5,2016.0,1.164179104477612,24.46268656716418,19.253731343283583
6,2017.0,1.4647887323943662,34.23943661971831,27.169014084507044
7,2018.0,0.9038461538461539,28.884615384615383,20.826923076923077
8,2019.0,2.3703703703703702,27.11111111111111,23.0
9,2020.0,2.6944444444444446,43.25,37.5
10,2021.0,3.202247191011236,45.82022471910113,42.764044943820224
11,2022.0,3.9479166666666665,55.854166666666664,68.41666666666667
12,2023.0,6.157894736842105,96.32894736842105,127.1842105263158
