,Year,intersection,health,climate
0,2011.0,0.07142857142857142,8.714285714285714,15.714285714285714
1,2012.0,0.0,6.823529411764706,6.0
2,2013.0,0.28,14.64,12.04
3,2014.0,0.125,12.166666666666666,8.541666666666666
4,2015.0,0.28,19.32,11.16
5,2016.0,0.125,11.916666666666666,6.958333333333333
6,2017.0,0.46875,17.65625,6.59375
7,2018.0,0.4375,24.1875,13.1875
8,2019.0,0.7096774193548387,25.161290322580644,15.064516129032258
9,2020.0,2.04,39.2,27.32
10,2021.0,2.2962962962962963,44.092592592592595,22.75925925925926
11,2022.0,2.830188679245283,54.320754716981135,34.905660377358494
12,2023.0,3.7846153846153845,55.738461538461536,61.98461538461538
