,Year,intersection,health,climate
0,2011.0,0.0,29.857142857142858,1.0
1,2012.0,0.0,32.57142857142857,5.571428571428571
2,2013.0,0.42857142857142855,21.0,3.142857142857143
3,2014.0,0.0,33.4,2.4
4,2015.0,0.0,27.25,3.25
5,2016.0,0.0,17.333333333333332,4.666666666666667
6,2017.0,0.0,16.4,4.4
7,2018.0,0.2727272727272727,23.09090909090909,4.181818181818182
8,2019.0,1.4,24.4,4.4
9,2020.0,0.3333333333333333,55.666666666666664,9.666666666666666
10,2021.0,2.3,73.0,11.4
11,2022.0,0.7857142857142857,36.07142857142857,6.642857142857143
12,2023.0,0.5714285714285714,36.357142857142854,25.357142857142858
