,Year,intersection,health,climate
0,2011.0,0.5833333333333334,19.916666666666668,12.75
1,2012.0,0.3888888888888889,11.0,6.333333333333333
2,2013.0,0.13043478260869565,8.91304347826087,7.043478260869565
3,2014.0,0.15789473684210525,10.789473684210526,6.684210526315789
4,2015.0,0.09090909090909091,14.727272727272727,6.590909090909091
5,2016.0,0.2631578947368421,15.789473684210526,8.157894736842104
6,2017.0,0.1875,14.9375,6.875
7,2018.0,0.21428571428571427,16.857142857142858,4.285714285714286
8,2019.0,0.3333333333333333,13.0,6.111111111111111
9,2020.0,0.42857142857142855,17.857142857142858,6.857142857142857
10,2021.0,1.0,54.166666666666664,18.0
11,2022.0,0.8666666666666667,32.6,18.0
12,2023.0,3.142857142857143,42.857142857142854,23.142857142857142
