,Year,intersection,health,climate
0,2011.0,0.3269230769230769,37.78846153846154,8.057692307692308
1,2012.0,0.26732673267326734,34.18811881188119,5.772277227722772
2,2013.0,0.20855614973262032,29.0427807486631,4.780748663101604
3,2014.0,0.28125,25.078125,4.6796875
4,2015.0,0.15,22.225,3.875
5,2016.0,0.20567375886524822,17.843971631205672,3.368794326241135
6,2017.0,0.31543624161073824,20.71812080536913,3.8053691275167787
7,2018.0,0.37410071942446044,25.194244604316548,4.503597122302159
8,2019.0,0.3114754098360656,22.868852459016395,4.950819672131147
9,2020.0,0.5048543689320388,29.155339805825243,6.757281553398058
10,2021.0,1.070063694267516,48.13375796178344,7.6369426751592355
11,2022.0,0.8148148148148148,34.71111111111111,10.466666666666667
12,2023.0,1.788888888888889,42.62222222222222,35.21111111111111
