,Year,intersection,health,climate
0,2011.0,0.0,21.5,1.25
1,2012.0,0.15384615384615385,23.615384615384617,4.615384615384615
2,2013.0,0.3333333333333333,33.0,7.888888888888889
3,2014.0,0.14285714285714285,30.0,4.714285714285714
4,2015.0,1.0,48.333333333333336,6.333333333333333
5,2016.0,0.5,51.375,5.125
6,2017.0,0.8333333333333334,84.0,15.333333333333334
7,2018.0,1.5,58.0,10.25
8,2019.0,1.5,86.5,25.0
9,2020.0,3.3,83.7,35.3
10,2021.0,5.5,122.11111111111111,56.44444444444444
11,2022.0,2.1333333333333333,58.733333333333334,43.333333333333336
12,2023.0,7.0,98.92857142857143,73.28571428571429
