,Year,intersection,health,climate
0,2011.0,0.0,7.642857142857143,0.7142857142857143
1,2012.0,0.21052631578947367,13.526315789473685,2.3157894736842106
2,2013.0,0.55,17.6,7.4
3,2014.0,0.07692307692307693,25.23076923076923,3.5384615384615383
4,2015.0,0.125,12.0,9.5
5,2016.0,0.1,20.5,8.6
6,2017.0,1.0,12.5,6.0
7,2018.0,0.2,14.0,2.8
8,2019.0,0.42857142857142855,16.428571428571427,4.142857142857143
9,2020.0,0.4,14.2,4.4
10,2021.0,1.3636363636363635,37.18181818181818,9.909090909090908
11,2022.0,0.875,24.75,9.625
12,2023.0,0.8,19.4,6.2
