,Year,intersection,health,climate
0,2011.0,0.46153846153846156,8.076923076923077,5.846153846153846
1,2012.0,0.0,12.833333333333334,2.75
2,2013.0,0.05263157894736842,16.263157894736842,2.5789473684210527
3,2014.0,0.26666666666666666,29.6,5.6
4,2015.0,0.4444444444444444,21.27777777777778,2.5555555555555554
5,2016.0,0.3684210526315789,19.63157894736842,3.5789473684210527
6,2017.0,0.48484848484848486,18.393939393939394,4.03030303030303
7,2018.0,0.2647058823529412,19.176470588235293,2.6176470588235294
8,2019.0,0.1320754716981132,13.735849056603774,2.2641509433962264
9,2020.0,0.06382978723404255,15.191489361702128,1.9574468085106382
10,2021.0,0.6666666666666666,29.681818181818183,4.712121212121212
11,2022.0,0.6527777777777778,23.97222222222222,5.930555555555555
12,2023.0,1.368421052631579,31.263157894736842,26.394736842105264
