,Year,intersection,health,climate
0,2012.0,0.0,3.0,0.0
1,2013.0,0.0,2.0,0.0
2,2014.0,0.0,5.285714285714286,0.7142857142857143
3,2015.0,0.09090909090909091,8.818181818181818,4.090909090909091
4,2016.0,0.15384615384615385,9.923076923076923,8.153846153846153
5,2017.0,0.32,5.32,6.28
6,2018.0,0.42857142857142855,8.678571428571429,8.0
7,2019.0,0.2647058823529412,10.882352941176471,8.970588235294118
8,2020.0,0.2727272727272727,5.7272727272727275,2.8181818181818183
9,2021.0,0.5135135135135135,9.81081081081081,3.918918918918919
10,2022.0,0.5588235294117647,13.882352941176471,7.852941176470588
11,2023.0,1.2666666666666666,46.2,24.133333333333333
