,Year,intersection,health,climate
0,2011.0,1.2222222222222223,53.611111111111114,15.722222222222221
1,2012.0,1.0,27.047619047619047,10.523809523809524
2,2013.0,0.5,37.09090909090909,9.681818181818182
3,2014.0,0.391304347826087,29.0,8.347826086956522
4,2015.0,0.2857142857142857,35.892857142857146,8.107142857142858
5,2016.0,0.25925925925925924,27.48148148148148,7.222222222222222
6,2017.0,0.5625,23.375,7.5
7,2018.0,0.7333333333333333,32.333333333333336,13.933333333333334
8,2019.0,1.2765957446808511,32.06382978723404,15.808510638297872
9,2020.0,2.5405405405405403,48.75675675675676,27.56756756756757
10,2021.0,3.892857142857143,116.23214285714286,37.125
11,2022.0,4.962264150943396,84.09433962264151,54.18867924528302
12,2023.0,6.8,97.37777777777778,89.88888888888889
